Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date
ADULT RESIDENTIAL,270707098,LIWANAG BOARD & CARE HOME,"DE VILLA, LIWANAG","DE VILLA, LIWANAG",(831) 758-0497,784 CENTRAL AVENUE,SALINAS,CA,93901,MONTEREY,26,6,CLOSED,9/18/1986,6/28/2016
ADULT RESIDENTIAL,397004626,LJ GUEST HOME,"YADAO, VIRGINIA","YADAO, VIRGINIA",(209) 476-0383,8816 DAMIAN COURT,STOCKTON,CA,95210,SAN JOAQUIN,27,5,LICENSED,6/9/2011,
ADULT RESIDENTIAL,336408858,LMB CARE HOME,LMB CARE HOME LLC,MARILYN DELGADO,(951) 637-0735,11262 SUNHAVEN WAY,RIVERSIDE,CA,92505,RIVERSIDE,18,6,LICENSED,4/30/2004,
ADULT RESIDENTIAL,366408320,LMB CARE HOME,"LMB CARE HOME, LLC",BRANDON DELGADO,(909) 460-9372,"1125 WEST J"" STREET""",ONTARIO,CA,91762,SAN BERNARDINO,18,6,LICENSED,5/30/2003,
ADULT RESIDENTIAL,366424401,LMB CARE HOME,"LMB CARE HOME, LLC",BRANDON DELGADO,(909) 204-2722,1316 N. SAN ANTONIO AVENUE,UPLAND,CA,91786,SAN BERNARDINO,18,6,LICENSED,3/16/2010,
ADULT RESIDENTIAL,366424321,LMB CARE HOME,LMB CARE HOME LLC,BRANDON DELGADO,(909) 256-3194,1813 N. CALAVERAS AVENUE,ONTARIO,CA,91764,SAN BERNARDINO,18,6,LICENSED,12/4/2009,
ADULT RESIDENTIAL,336423931,LMC HOME CARE,"LMC HOME CARE, INC.","REED, JR. WILLIAM",(951) 797-3860,3662 CYPRESS STREET,BANNING,CA,92220,RIVERSIDE,18,6,LICENSED,6/22/2009,
ADULT RESIDENTIAL,198600866,LNB MANOR,"LNB MANOR, INC",ANTONIO LORCA,(323) 254-5355,1793 CAMPUS ROAD,LOS ANGELES,CA,90041,LOS ANGELES,31,6,LICENSED,12/6/2006,
ADULT RESIDENTIAL,331800437,LOAFER'S LANDING ADULT RESIDENTIAL FACILITY,1LOAFLLC,"WALKER, DESEAN",(657) 549-1466,5656 CHERYL STREET,HEMET,CA,92544,RIVERSIDE,18,4,LICENSED,9/18/2018,
ADULT RESIDENTIAL,515002616,LODGEPOLE HOME,CURTIS HOMES LLC,"CURTIS, JEFFREY",(530) 782-2572,1412 LODGEPOLE AVE,ANDERSON,CA,96007,SUTTER,14,4,LICENSED,3/9/2017,
ADULT RESIDENTIAL,455002616,LODGEPOLE HOME,CURTIS HOMES LLC,"CURTIS, JEFFREY",(530) 782-2572,1412 LODGEPOLE AVE,ANDERSON,CA,96007,SHASTA,25,4,LICENSED,3/9/2017,
ADULT RESIDENTIAL,347003653,LOGAN CARE HOME,"LOGAN, BESSIE","LOGAN, BESSIE",(916) 381-7668,6329 PANTANO DR,SACRAMENTO,CA,95824,SACRAMENTO,27,6,LICENSED,12/12/2006,
ADULT RESIDENTIAL,419210045,LOLA'S HOME,"PFI RESIDENTIAL SERVICE, INC.",HENRY YAP,(650) 873-3530,2956 FLEETWOOD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,14,4,LICENSED,7/6/2006,
ADULT RESIDENTIAL,197607563,LOLA'S RESIDENTIAL FACILITY #1,"LOLA'S RESIDENTIAL FACILITY, INC.",LOLA WATSON,(661) 726-7571,459 E. NUGENT STREET,LANCASTER,CA,93535,LOS ANGELES,31,4,CLOSED,7/14/2009,5/18/2015
ADULT RESIDENTIAL,197607564,LOLA'S RESIDENTIAL FACILITY #2,LOLA'S RESIDENTIAL FACILITY,LOLA WATSON,(661) 916-7978,37427 LILACVIEW AVENUE,PALMDALE,CA,93550,LOS ANGELES,31,4,CLOSED,1/28/2009,11/3/2017
ADULT RESIDENTIAL,496803712,LOLA MANOR,LOLA MANOR LLC,FUNMILOLA ALLI,(707) 303-7922,1022 HYLAND DRIVE,SANTA ROSA,CA,95404,SONOMA,21,4,LICENSED,5/11/2018,
ADULT RESIDENTIAL,198601776,LONE STAR BOARD & CARE,POSSE LOVE CORPORATION,OTIS ALEXANDER,(562) 544-5170,5140 CRENSHAW BLVD,LOS ANGELES,CA,90043,LOS ANGELES,28,35,LICENSED,7/23/2015,
ADULT RESIDENTIAL,197609683,LONE STAR BOARD & CARE TUJUNGA,POSSE LOVE CORPORATION,"ALEXANDER, OTIS",(562) 544-5170,10117 TUJUNGA CANYON BLVD,TUJUNGA,CA,91042,LOS ANGELES,31,35,PENDING,,
ADULT RESIDENTIAL,191600071,LONG BEACH GROUP HOME,"SOCIAL VOCATIONAL SERVICES, INC.",LISA MALONE,(562) 594-8327,8330 HENDRIE STREET,LONG BEACH,CA,90808,LOS ANGELES,28,6,LICENSED,11/30/1988,
ADULT RESIDENTIAL,198602620,LONG BEACH RESIDENTIAL,SOLTA DEVELOPMENT LLC,"BONZON, TED",(562) 433-2455,4201 EAST 10TH STREET,LONG BEACH,CA,90804,LOS ANGELES,28,49,LICENSED,10/8/2018,
ADULT RESIDENTIAL,565801451,LONG LIFE HOME CARE,"CAFUIR, DELIA D.",DELIA D. CAFUIR,(805) 604-0321,1887 CESAR CHAVEZ DRIVE,OXNARD,CA,93030,VENTURA,31,5,LICENSED,5/16/2007,
ADULT RESIDENTIAL,435200478,LONGACRE RESIDENTIAL CARE HOME,"DIZON HOMES, INC.","DIZON, MARIO",(408) 274-8522,2861 LONGACRE COURT,SAN JOSE,CA,95121,SANTA CLARA,26,6,CLOSED,8/14/1997,8/9/2017
ADULT RESIDENTIAL,306002025,LONIKA HOME II,LONIKA'S HOME INC.,"DEL ROSARIO, ELEANOR",(949) 305-0087,24922 MOSQUERO ST.,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,9/2/2003,
ADULT RESIDENTIAL,100407612,LOOP #1,"LOOP, STEVE","LOOP, STEVE",(559) 275-4035,5663 W. TENAYA,FRESNO,CA,93722,FRESNO,24,4,LICENSED,9/10/1993,
ADULT RESIDENTIAL,107200699,LOOP #2,"LOOP, STEVE & MARISOL","LOOP, STEVEN",(559) 437-9657,1342 SAN JOSE,FRESNO,CA,93711,FRESNO,24,6,LICENSED,4/9/1998,
ADULT RESIDENTIAL,107200922,LOOP #3,"LOOP, STEVE & LENA","LOOP, STEVE",(559) 299-9413,7931 NORTH BAIRD AVENUE,FRESNO,CA,93720,FRESNO,24,4,LICENSED,10/20/1999,
ADULT RESIDENTIAL,306003791,LORANE WAY HOME,"COMMUNITY LIVING SOLUTIONS, INC.",MELY VILLANUEVA,(714) 537-6570,1587 W. LORANE WAY,ANAHEIM,CA,92802,ORANGE,22,6,LICENSED,7/10/2008,
ADULT RESIDENTIAL,15600615,LORENZA'S CASTLE,"PROVOST, MYRNA URSABIA & DEATO, EDMYR URSABIA",EDMYR U DEATO,(510) 487-2960,104 F STREET,UNION CITY,CA,94587,ALAMEDA,15,15,CLOSED,11/13/2001,9/4/2018
ADULT RESIDENTIAL,336413148,LORETTA'S GUEST HOME,"LORETTA'S GUEST HOME, INC",LORETTA A. JORGE,(951) 657-4323,18590 UNA STREET,PERRIS,CA,92570,RIVERSIDE,18,6,CLOSED,10/30/2007,8/27/2014
ADULT RESIDENTIAL,198600504,LORI'S ADULT RESIDENTIAL,"LORI'S ADULT RESIDENTIAL, INC.",LORI TALLEY,(310) 637-7902,20024 NORTHWOOD AVENUE,CARSON,CA,90746,LOS ANGELES,28,6,LICENSED,6/15/2005,
ADULT RESIDENTIAL,300607036,LORI'S GUEST HOME,"KATIMBANG, EFREN & LOURDES","KATIMBANG, EFREN/LOURDES",(714) 670-7703,6547 THELMA AVENUE,BUENA PARK,CA,90620,ORANGE,22,6,CLOSED,5/5/1989,9/2/2016
ADULT RESIDENTIAL,435201059,LORIMER HOUSE,"LORIMER,ABIGAIL",LILIAN BUFI,(408) 406-5082,4983 CAMDEN AVENUE,SAN JOSE,CA,95124,SANTA CLARA,26,6,LICENSED,10/4/2002,
ADULT RESIDENTIAL,547200418,LORING HOME,"LORING, LUE JEAN","LORING, LUE",(559) 685-0806,2088 ALCOTT STREET,TULARE,CA,93274,TULARE,24,6,LICENSED,11/8/1996,
ADULT RESIDENTIAL,197606040,LORRAINE'S QUALITY HOMES,PEARL LYNN ENTERPRISE,LORRAINE DOBBINS,(661) 349-5574,2641 EAST AVENUE Q-4,PALMDALE,CA,93550,LOS ANGELES,31,4,LICENSED,11/30/2004,
ADULT RESIDENTIAL,419210096,LORRAINE GRACE HOME,"LORRAINE GRACE HOME, INC.","SANTIAGO, LUZ",(650) 522-8184,3722 BRANSON DRIVE,SAN MATEO,CA,94403,SAN MATEO,14,6,LICENSED,4/26/2010,
ADULT RESIDENTIAL,107200813,LOS ALTOS HOME,"PIERCE, MICHAEL & GINA","PIERCE, GINA",(559) 276-2437,1870 NORTH CORNELIA AVENUE,FRESNO,CA,93722,FRESNO,24,6,ON PROBATION,8/23/1999,
ADULT RESIDENTIAL,390317219,LOS FELIS CARE HOME,"STA TERESA, INGRID PIL","STA TERESA, INGRID PIL",(209) 478-5576,813 W. LOS FELIS ST.,STOCKTON,CA,95210,SAN JOAQUIN,27,6,LICENSED,12/29/1992,
ADULT RESIDENTIAL,370808522,LOS RANCHITOS ADULT RESIDENTIAL FACILITY,GLORIA CASILLAS LERMA,GLORIA CASILLAS LERMA,(619) 562-1858,10150 LOS RANCHITOS,LAKESIDE,CA,92040,SAN DIEGO,8,6,CLOSED,9/3/1993,8/23/2017
ADULT RESIDENTIAL,191204757,LOS ROBLES GUEST HOME,LILY MCCOLGAN,LILY MCCOLGAN,(626) 797-0508,1657 NORTH LOS ROBLES,PASADENA,CA,91104,LOS ANGELES,28,20,LICENSED,10/2/1983,
ADULT RESIDENTIAL,198601507,LOST RIVER HOME,CALREDDY. INC.,NAVEEN REDDY,(909) 274-7418,21625 LOST RIVER DR.,DIAMOND BAR,CA,91765,LOS ANGELES,28,4,LICENSED,8/28/2012,
ADULT RESIDENTIAL,366408111,LOTUS CARE HOME II,"LOTUS CARE HOME, INC.","SINOHIN, ANA SUZZETTE",(909) 985-4983,329 MESA COURT,UPLAND,CA,91786,SAN BERNARDINO,18,6,LICENSED,7/3/2003,
ADULT RESIDENTIAL,366408138,"LOTUS CARE HOME, INC.","LOTUS CARE HOME, INC.",ANA SUZZETTE SINOHIN,(909) 820-2812,1019 N. IRIS AVENUE,RIALTO,CA,92376,SAN BERNARDINO,18,6,LICENSED,5/30/2003,
ADULT RESIDENTIAL,79200836,LOTUS HOME,AMZ HOMES LLC,"MANICDAO, LETICIA",(925) 684-7039,400 LOTUS CT,BRENTWOOD,CA,94513,CONTRA COSTA,15,4,PENDING,,
ADULT RESIDENTIAL,197608245,LOUISE HOUSE 2,"W & W JOINT VENTURES, INC.",WILDA GILLIARD,(661) 916-9090,6455 TUSCAN COURT,PALMDALE,CA,93552,LOS ANGELES,31,6,LICENSED,12/22/2011,
ADULT RESIDENTIAL,197608635,LOUISE HOUSE 3,"W & W JOINT VENTURES, INC.",WILDA WHITE,(661) 273-0946,40138 WATFORD WAY,PALMDALE,CA,93551,LOS ANGELES,31,4,LICENSED,5/9/2014,
ADULT RESIDENTIAL,197609536,LOUISE HOUSE 4,LOUISE HOUSE 4,"WHITE, WILDA",(661) 916-9090,36648 ROSE STREET,PALMDALE,CA,93552,LOS ANGELES,31,4,LICENSED,4/24/2018,
ADULT RESIDENTIAL,197607710,"LOUISE HOUSE, INC.","LOUISE HOUSE, INC.",WILDA GILLIARD,(661) 916-9090,233 EAST AVENUE R4,PALMDALE,CA,93550,LOS ANGELES,31,6,CLOSED,5/29/2009,12/12/2014
ADULT RESIDENTIAL,197608847,"LOUISE HOUSE, INC.","LOUISE HOUSE, INC.",WILDA WHITE,(661) 916-9090,6333 SANDWOOD WAY,PALMDALE,CA,93552,LOS ANGELES,31,6,LICENSED,12/12/2014,
ADULT RESIDENTIAL,198602953,LOUISE SOUL ADULT RESIDENTIAL CARE,RASHIMER SWAFFORD LLC,"SWAFFORD, RASHIMER",(310) 562-7694,13041 BELHAVEN AVENUE,LOS ANGELES,CA,90059,LOS ANGELES,28,4,PENDING,,
ADULT RESIDENTIAL,198603039,LOURDES HOME 1,LOURDES HOME CARE INC,"RODRIGUEZ, GEMMA SIA",(424) 264-5437,22032 MONETA AVE,CARSON,CA,90745,LOS ANGELES,28,4,PENDING,,
ADULT RESIDENTIAL,198603041,LOURDES HOME 2,LOURDES HOME CARE INC,"RODRIGUEZ, GEMMA SIA",(310) 513-1806,22133 HANSOM AVE,CARSON,CA,90745,LOS ANGELES,28,4,PENDING,,
ADULT RESIDENTIAL,191600837,LOURDES HOME CARE,"SIA, LOURDES F.","SIA, LOURDES F.",(310) 518-3526,424 W. 228TH STREET,CARSON,CA,90745,LOS ANGELES,28,6,CLOSED,8/21/1989,11/22/2017
ADULT RESIDENTIAL,419210099,LOUVAINE HOME,"NARASOL HOME, INC.",ESPERANZA L. SORONGON,(650) 580-3896,1732 LOUVAINE DRIVE,DALY CITY,CA,94015,SAN MATEO,14,4,LICENSED,7/21/2011,
ADULT RESIDENTIAL,340307989,LOVE'S CARE HOME,"LOVE, JOYCE","LOVE, JOYCE",(916) 427-2741,2208 FLORIN RD.,SACRAMENTO,CA,95822,SACRAMENTO,27,6,LICENSED,11/20/1985,
ADULT RESIDENTIAL,15600248,LOVE 'N' CARE III,"STEW'S LOVE 'N' CARE, INC.","STEWARD, VERNICE",(510) 639-9217,10419 FOOTHILL BLVD,OAKLAND,CA,94605,ALAMEDA,15,6,LICENSED,5/26/1999,
ADULT RESIDENTIAL,565800004,LOVE FAMILY CARE HOME,"LOVE, WILLIE JOYCE",WILLIE LOVE,(805) 485-4358,1200 KUMQUAT PLACE,OXNARD,CA,93030,VENTURA,31,6,CLOSED,2/11/1994,3/27/2018
ADULT RESIDENTIAL,197801985,LOVE N CARE GUEST HOME,"BRILLANTES, HARRY","BRILLANTES, HARRY",(562) 404-7601,11866 E. 162ND. ST.,NORWALK,CA,90650,LOS ANGELES,28,8,LICENSED,3/9/1998,
ADULT RESIDENTIAL,366411418,LOVE & CARE HOME,"CONSUMER'S CHOICE HOME, LLC","DY, ZENAIDA G.",(909) 899-1061,5475 ARENA WAY,FONTANA,CA,92336,SAN BERNARDINO,18,6,LICENSED,10/26/2006,
ADULT RESIDENTIAL,197803123,LOVE & HOPE HOME,"HOPE, ELIJAH & ROSIE","HOPE, ELIJAH",(310) 638-7267,12023 GERTRUDE DRIVE,LYNWOOD,CA,90262,LOS ANGELES,28,8,LICENSED,8/27/2000,
ADULT RESIDENTIAL,425801927,"LOVELL ADULT RESIDENTIAL FACILITIES, LLC","LOVELL RESIDENTIAL FACILITIES, LLC.",MARIA ROLDAN,(805) 332-3178,137 MOONCREST LANE,SANTA MARIA,CA,93455,SANTA BARBARA,29,6,CLOSED,,3/5/2015
ADULT RESIDENTIAL,425801928,"LOVELL RESIDENTIAL FACILITIES, LLC.","LOVELL RESIDENTIAL FACILITIES, LLC.",MARIA ROLDAN,(805) 332-3178,1439 S. WALLIS AVENUE,SANTA MARIA,CA,93458,SANTA BARBARA,29,6,CLOSED,,3/5/2015
ADULT RESIDENTIAL,392700075,LOVING ARMS CARE HOMES LLC,"LEE, RAVEN","LEE, RAVEN",(209) 451-3769,103 GLASGOW AVENUE,STOCKTON,CA,95210,SAN JOAQUIN,27,3,CLOSED,,6/22/2017
ADULT RESIDENTIAL,191592149,LOVING CARE GUEST HOME,LOVING CARE GUEST HOME INC.,"SABIO, MARILYN",(626) 917-2312,15027 - 15031 BLACKWOOD ST,LA PUENTE,CA,91744,LOS ANGELES,28,12,LICENSED,8/10/1988,
ADULT RESIDENTIAL,397005579,LOVING CARE HOME,MICHELE T ICO & JOEL T ICO,MICHELE T ICO,(650) 267-9428,1855 WILLIAM MOSS BLVD,STOCKTON,CA,95206,SAN JOAQUIN,27,6,LICENSED,4/6/2015,
ADULT RESIDENTIAL,347005702,LOVING HANDS RESIDENTIAL CARE LLC,"LOVING HANDS RESIDENTIAL CARE, LLC","VAKILI, MEHDI",(916) 333-3342,5419 NYODA WAY,CARMICHAEL,CA,95608,SACRAMENTO,27,3,LICENSED,4/13/2017,
ADULT RESIDENTIAL,342700125,LOVING HEARTS HOME CARE,ALI MEHRPORE PARIY MEHRPORE,"MEHRPORE, PARIY",(510) 512-4613,4920 FRANCESCA STREET,ELK GROVE,CA,95758,SACRAMENTO,27,6,CLOSED,,7/27/2017
ADULT RESIDENTIAL,360911470,LOVING HOME,"NGUYEN, JOHN & CATHERINE","NGUYEN, CATHERINE",(909) 202-9375,10166 OAK GLEN AVE,MONTCLAIR,CA,91763,SAN BERNARDINO,18,5,LICENSED,2/1/1994,
ADULT RESIDENTIAL,45002665,LOWELL HOUSE,"MCNAMAR, SIRBRINA","MCNAMAR, SIRBRINA",(530) 345-6420,2743 LOWELL DRIVE,CHICO,CA,95973,BUTTE,25,4,LICENSED,6/28/2018,
ADULT RESIDENTIAL,45002692,LOWELL HOUSE,MCNAMAR RESIDENTIAL,"MCNAMAR, SIRBRINA",(530) 321-0265,2743 LOWELL DR,CHICO,CA,95973,BUTTE,25,4,PENDING,,
ADULT RESIDENTIAL,198601218,LOWEMONT HOME INC.,LOWEMONT HOME INC.,AUGUSTUS TORRES,(562) 868-3533,11445 LOWEMONT STREET,NORWALK,CA,90650,LOS ANGELES,28,5,LICENSED,5/7/2009,
ADULT RESIDENTIAL,306005362,LP CARE HOME,LINDA PHUONG LINH TRAN & PETER PHONG VINH TRAN,"TRAN, LINDA",(714) 622-5764,8791 MONTEREY CIRCLE,WESTMINSTER,CA,92683,ORANGE,22,6,LICENSED,2/16/2018,
ADULT RESIDENTIAL,347003775,LP NUNEZ CARE FACILITY #2,"NUNEZ, LIONEL","NUNEZ, LIONEL",(916) 685-7759,9374 LOS TORRES DR,ELK GROVE,CA,95624,SACRAMENTO,27,4,LICENSED,8/16/2007,
ADULT RESIDENTIAL,374602231,LPA & T CORP. DBA NEW ROSELAND B & C,L.P.A. & T. CORPORATION,LIBERTY NELSON,(858) 549-8275,9089 CAPRICORN WAY,SAN DIEGO,CA,92126,SAN DIEGO,8,6,LICENSED,2/3/2005,
ADULT RESIDENTIAL,366409875,LRGI-BROADMOOR HOUSE,"LAMPPOST RESOURCE GROUP, INC.",WILLLIAM SANZO II,(909) 804-0911,3020 BROADMOOR BOVD.,SAN BERNARDINO,CA,92404,SAN BERNARDINO,18,6,LICENSED,10/28/2005,
ADULT RESIDENTIAL,435201681,LSA - HOME #2,LIFE SERVICES ALTERNATIVES INC,"LERITZ, SUSAN",(408) 727-3493,830 AGNEW RD,SANTA CLARA,CA,95954,SANTA CLARA,26,5,LICENSED,5/12/2004,
ADULT RESIDENTIAL,435201682,LSA - HOME #3,LIFE SERVICES ALTERNATIVES INC,"LERITZ, SUSAN",(408) 727-3493,840 AGNEW RD,SANTA CLARA,CA,95054,SANTA CLARA,26,5,LICENSED,5/12/2004,
ADULT RESIDENTIAL,79200616,LUCCHESI GROUP ADULT RESIDENTIAL CARE,ARMANDO VALADEZ AND MARIA GONZALEZ,"VALADEZ, ARMANDO",(925) 457-0913,4739 LUCCHESI COURT,OAKLEY,CA,94561,CONTRA COSTA,15,5,LICENSED,8/29/2017,
ADULT RESIDENTIAL,19200461,LUCE RESIDENTIAL CARE,LRC CARE PROVIDERS INC.,"LUCE, OLGA R.",(510) 314-0092,1746 B STREET,HAYWARD,CA,94541,ALAMEDA,15,6,CLOSED,7/10/2013,3/25/2017
ADULT RESIDENTIAL,392700175,LUCE RESIDENTIAL CARE,OLGA R LUCE,"LUCE, OLGA R",(209) 229-8073,1641 RIVERVIEW AVE,TRACY,CA,95377,SAN JOAQUIN,27,6,LICENSED,5/24/2017,
ADULT RESIDENTIAL,336408352,LUCENA ADULT RESIDENTIAL FACILITY,"E N V CARE HOMES, INC.",NENITA LUCENA,(951) 212-1152,24782 HEIL DRIVE,MORENO VALLEY,CA,92553,RIVERSIDE,18,6,LICENSED,12/30/2003,
ADULT RESIDENTIAL,306003988,LUCKY HOMES 2,ROSARY PAULINE OLIVA,VERONICA YUCON,(562) 219-7037,16719 ERIC STREET,ARTESIA,CA,90703,ORANGE,28,4,LICENSED,9/2/2008,
ADULT RESIDENTIAL,374602248,LUCY'S HOME,LUCY M. ANTHONY,LUCY ANTHONY,(619) 267-7244,4979 GOLF GLEN ROAD,BONITA,CA,91902,SAN DIEGO,8,4,LICENSED,7/28/2005,
ADULT RESIDENTIAL,336407006,LUDY ADULT RESIDENTIAL CARE HOME,NELLUDY ENTERPRISES,JESSE RAMOS,(951) 800-9076,16826 SENDERO DEL CHARRO,RIVERSIDE,CA,92504,RIVERSIDE,18,4,LICENSED,2/17/2004,
ADULT RESIDENTIAL,547206569,LUIS-WADDLE RESIDENTIAL,APRIL DAWN LUIS & CHONDA DEON WADDLE,"LUIS,APRIL & WADDLE CHONDA",(559) 781-7176,237 N. NEWCOMB,PORTERVILLE,CA,93257,TULARE,24,6,LICENSED,5/17/2012,
ADULT RESIDENTIAL,306000607,LULLABY LANE GUEST HOME I,"DE LEON, MARICEL P.",MARICEL P. DE LEON,(714) 517-0916,1955 W. LULLABY LANE,ANAHEIM,CA,92804,ORANGE,22,6,LICENSED,8/1/1997,
ADULT RESIDENTIAL,198601543,LUMIERE VILLA INC,LUMIERE VILLA INC,NOLASCO MARASIGAN,(310) 467-7010,4167 W 168TH STREET,LAWNDALE,CA,90260,LOS ANGELES,28,4,LICENSED,2/28/2014,
ADULT RESIDENTIAL,374603812,LUNA RESIDENCE,LUNA RESIDENCE INC,"ENGAY, ERWIN",(619) 938-4290,251 CEDAR STREET,EL CAJON,CA,92021,SAN DIEGO,8,4,LICENSED,11/8/2017,
ADULT RESIDENTIAL,191221453,LUNDY FAMILY CARE HOME,"LUNDY, ROSA MAE & DWAYNE","LUNDY, DWYANE",(626) 794-5124,964 SUMMIT,PASADENA,CA,91103,LOS ANGELES,28,4,LICENSED,3/21/1990,
ADULT RESIDENTIAL,198601965,LURAY HOME,"NATIONAL MENTOR HEALTHCARE, LLC",RICARDO FRANCO,(909) 483-2505,930 E. LURAY STREET,LONG BEACH,CA,90808,LOS ANGELES,28,3,LICENSED,6/5/2015,
ADULT RESIDENTIAL,374604049,LUX ASSISTED CARE,LUX ASSISTED CARE,"KENDRICK, ANGELA",(858) 334-9992,2331 RANCHO DIEGO COURT,ESCONDIDO,CA,92029,SAN DIEGO,8,6,LICENSED,6/18/2018,
ADULT RESIDENTIAL,435202472,LUXURY VILA,"LUXURY VILA, INC.",MR. CYRIL INNEH,(408) 903-3151,27/41 SOUTH 11TH STREET,SAN JOSE,CA,95112,SANTA CLARA,26,39,LICENSED,3/20/2015,
ADULT RESIDENTIAL,435202470,LUXURY VILA #2,LUXURY VILA INC.,"INNEH, CYRIL",(408) 903-3151,551 LEWIS ROAD,SAN JOSE,CA,95111,SANTA CLARA,26,30,CLOSED,12/28/2015,3/28/2016
ADULT RESIDENTIAL,340310542,LUZ APOSTOL CARE HOME,"APOSTOL, LUZ V.",EDNA VILLANUEVA,(916) 670-6961,8908 CLANCYS COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,11/9/1987,
ADULT RESIDENTIAL,197609481,LWEAVER HOMES INC,LWEAVER HOMES INC,"WEAVER, LILLIAN",(310) 922-0364,39801 171ST STREET EAST,PALMDALE,CA,93591,LOS ANGELES,31,4,LICENSED,3/26/2018,
ADULT RESIDENTIAL,198601522,LYDAY HOME,OLAIDE SIMMS,OLAIDE OSIBOGUN,(626) 498-0620,559 E. CYPRESS STREET,COVINA,CA,91723,LOS ANGELES,28,4,LICENSED,5/29/2012,
ADULT RESIDENTIAL,361880520,LYDAY HOME 2 LLC,LYDAY HOME 2 LLC,"OSIBOGUN, OLAIDE",(909) 543-6155,375 W ROSEWOOD STREET,RIALTO,CA,92376,SAN BERNARDINO,18,4,LICENSED,6/14/2018,
ADULT RESIDENTIAL,198202014,LYDIAS GUEST HOME,NORMA D. REYES,NORMA DELOS REYES,(310) 324-2334,1220 W. 166TH STREET A&B,GARDENA,CA,90247,LOS ANGELES,28,12,CLOSED,12/18/1998,1/19/2015
ADULT RESIDENTIAL,525002567,LYFORD FAMILY HOME,"LYFORD, JULIE","LYFORD, JULIE",(530) 736-7872,805 VILLAGE DRIVE,RED BLUFF,CA,96080,TEHAMA,25,1,CLOSED,10/31/2014,8/22/2017
ADULT RESIDENTIAL,525002405,LYFORD FAMILY HOME,"LYFORD, JULIE","LYFORD, JULIE",(530) 527-2343,1880 ALOHA STREET,RED BLUFF,CA,96080,TEHAMA,25,1,CLOSED,12/20/2011,10/31/2014
ADULT RESIDENTIAL,525002621,LYFORD FAMILY HOME,"LYFORD, JULIE","LYFORD, JULIE",(530) 527-2343,22685 VIA PEGASO,RED BLUFF,CA,96080,TEHAMA,25,1,LICENSED,8/22/2017,
ADULT RESIDENTIAL,374600798,LYN'S HOME CARE I,ABILLE LYDIA S.,"ABILLE, RUDYARD",(619) 422-1181,1398-B 4TH AVENUE,CHULA VISTA,CA,91911,SAN DIEGO,8,6,LICENSED,7/8/1999,
ADULT RESIDENTIAL,374600397,LYN'S HOME CARE II,"ABILLE, LYDIA S.",LYDIA S. ABILLE,(619) 427-1830,1365 EL LUGAR STREET,CHULA VISTA,CA,91911,SAN DIEGO,8,6,LICENSED,7/19/1996,
ADULT RESIDENTIAL,374602902,LYN'S HOME CARE III,"ABILLE, LYDIA S.","ABILLE, LYDIA",(619) 426-2804,186 MOSS ST,CHULA VISTA,CA,91911,SAN DIEGO,8,6,LICENSED,3/12/2010,
ADULT RESIDENTIAL,415600892,LYNBROOK HOME,CEDAR 7K INC,"REYES, MARIA THEREZA G.",(650) 898-8312,496 LYNBROOK DRIVE,PACIFICA,CA,94044,SAN MATEO,14,6,LICENSED,10/6/2014,
ADULT RESIDENTIAL,107200822,LYNN HOME,"KENDALL, JAMES","TATUM, ATLENA",(559) 348-9946,2715 NORTH HELM AVENUE,CLOVIS,CA,93612,FRESNO,24,6,CLOSED,3/18/1999,3/2/2017
ADULT RESIDENTIAL,107208240,LYNN HOME,JAMAR RESIDENTIAL SERVICE INC,"TATUM, ATLENA",(559) 348-9946,2715 HELM AVE,CLOVIS,CA,93612,FRESNO,24,6,LICENSED,3/2/2017,
ADULT RESIDENTIAL,216803644,LYNWOOD HOME,SUCCESSFUL LIVING,"LIU, FANG",(415) 516-3162,1212 LYNWOOD DRIVE,NOVATO,CA,94947,MARIN,21,4,LICENSED,9/13/2016,
ADULT RESIDENTIAL,435202465,LYRIC LODGE,JOACHIM KEIL & SANDRA RICHARDS,JEFF HAYES,(408) 708-5625,2269 ZORIA CIRCLE,SAN JOSE,CA,95131,SANTA CLARA,26,6,CLOSED,8/15/2014,5/7/2016
ADULT RESIDENTIAL,435202318,LYRIC LODGE,JOACHIM KEIL & SANDY RICHARDS,JOACHIM KEIL,(408) 807-9794,2979 HUFF AVENUE,SAN JOSE,CA,95128,SANTA CLARA,26,6,CLOSED,7/18/2012,8/15/2014
ADULT RESIDENTIAL,435202683,LYRIC LODGE,JOACHIM KEIL/SANDY RICHARDS,JEFFREY HAYES,(408) 708-5625,621 COAKLEY DRIVE,SAN JOSE,CA,95117,SANTA CLARA,26,6,LICENSED,5/7/2016,
ADULT RESIDENTIAL,390301127,LYTLE FAMILY HOME,LYTLE PATRICIA J/LYTLE EARL D,LYTLE EARL MR & MRS,(209) 478-9148,2602 MANZANITA ST,STOCKTON,CA,95207,SAN JOAQUIN,27,5,CLOSED,11/18/1974,7/22/2016
